Virtual User Script started at : 8/28/2017 11:38:01 AM
Starting action vuser_init.
Web Turbo Replay of LoadRunner 12.53.0 for Windows 10; build 1203 (Aug 28 2017 19:13:20)  	[MsgId: MMSG-26983]
Action.c(5624): web_url("hashMap.js_16") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5631): web_url("dojo.js_8") started  	[MsgId: MMSG-26355]
Action.c(5631): web_url("dojo.js_8") was successful, 0 body bytes, 471 header bytes  	[MsgId: MMSG-26386]
Action.c(5638): web_url("treeLPlus.gif") started  	[MsgId: MMSG-26355]
Action.c(5638): web_url("treeLPlus.gif") was successful, 889 body bytes, 508 header bytes  	[MsgId: MMSG-26386]
Action.c(5646): web_url("active.gif") started  	[MsgId: MMSG-26355]
Action.c(5646): web_url("active.gif") was successful, 87 body bytes, 506 header bytes  	[MsgId: MMSG-26386]
Action.c(5654): web_url("white.gif") started  	[MsgId: MMSG-26355]
Action.c(5654): web_url("white.gif") was successful, 837 body bytes, 508 header bytes  	[MsgId: MMSG-26386]
Action.c(5662): web_url("treeWhite.gif") started  	[MsgId: MMSG-26355]
Action.c(5662): web_url("treeWhite.gif") was successful, 837 body bytes, 508 header bytes  	[MsgId: MMSG-26386]
Action.c(5670): web_custom_request("text.do_2") started  	[MsgId: MMSG-26355]
Action.c(5670): web_custom_request("text.do_2") was successful, 1663 body bytes, 542 header bytes  	[MsgId: MMSG-26386]
Action.c(5684): web_url("accelicons.eot") started  	[MsgId: MMSG-26355]
Action.c(5684): web_url("accelicons.eot") was successful, 95412 body bytes, 487 header bytes  	[MsgId: MMSG-26386]
Action.c(5691): web_url("ac360ui.js_14") started  	[MsgId: MMSG-26355]
Action.c(5691): web_url("ac360ui.js_14") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5698): web_url("workflow.do") started  	[MsgId: MMSG-26355]
Action.c(5698): web_url("workflow.do") was successful, 28178 body bytes, 548 header bytes, 36 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(5706): web_url("ac360ScrollBar.js_15") started  	[MsgId: MMSG-26355]
Action.c(5706): web_url("ac360ScrollBar.js_15") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5713): web_url("Ac360ToolManager.js_23") started  	[MsgId: MMSG-26355]
Action.c(5713): web_url("Ac360ToolManager.js_23") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5720): web_url("I18N.js_34") started  	[MsgId: MMSG-26355]
Action.c(5720): web_url("I18N.js_34") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5727): web_url("jsMessageResoruce.js_34") started  	[MsgId: MMSG-26355]
Action.c(5727): web_url("jsMessageResoruce.js_34") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5734): web_url("checkTextAreaLength.js_9") started  	[MsgId: MMSG-26355]
Action.c(5734): web_url("checkTextAreaLength.js_9") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5741): web_url("I18N.js_35") started  	[MsgId: MMSG-26355]
Action.c(5741): web_url("I18N.js_35") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5748): web_url("jsMessageResoruce.js_35") started  	[MsgId: MMSG-26355]
Action.c(5748): web_url("jsMessageResoruce.js_35") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5755): web_url("I18N.js_36") started  	[MsgId: MMSG-26355]
Action.c(5755): web_url("I18N.js_36") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5762): web_url("jsMessageResoruce.js_36") started  	[MsgId: MMSG-26355]
Action.c(5762): web_url("jsMessageResoruce.js_36") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5769): web_url("I18N.js_37") started  	[MsgId: MMSG-26355]
Action.c(5769): web_url("I18N.js_37") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5776): web_url("jsMessageResoruce.js_37") started  	[MsgId: MMSG-26355]
Action.c(5776): web_url("jsMessageResoruce.js_37") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5783): web_url("Map.js_8") started  	[MsgId: MMSG-26355]
Action.c(5783): web_url("Map.js_8") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5790): web_submit_data("empty.jsp_7") started  	[MsgId: MMSG-26355]
Action.c(5790): web_submit_data("empty.jsp_7") was successful, 79 body bytes, 556 header bytes  	[MsgId: MMSG-26386]
Action.c(5800): web_custom_request("tabRecordCount.do_7") started  	[MsgId: MMSG-26355]
Action.c(5800): web_custom_request("tabRecordCount.do_7") was successful, 77 body bytes, 572 header bytes  	[MsgId: MMSG-26386]
Action.c(5811): web_custom_request("tabRecordCount.do_8") started  	[MsgId: MMSG-26355]
Action.c(5811): web_custom_request("tabRecordCount.do_8") was successful, 191 body bytes, 627 header bytes, 16 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(5824): web_url("session.do_20") started  	[MsgId: MMSG-26355]
Action.c(5824): web_url("session.do_20") was successful, 56 body bytes, 540 header bytes  	[MsgId: MMSG-26386]
Action.c(5832): Notify: Transaction "TC1_12_Click_WorkFlow" ended with a "Pass" status (Duration: 2.9364 Wasted Time: 0.2808).
Action.c(5836): Notify: Transaction "SignOut" started.
Action.c(5838): web_url("session.do_21") started  	[MsgId: MMSG-26355]
Action.c(5838): web_url("session.do_21") was successful, 56 body bytes, 540 header bytes  	[MsgId: MMSG-26386]
Action.c(5846): web_url("signoff.do") started  	[MsgId: MMSG-26355]
Action.c(5846): web_url("signoff.do") was successful, 1989 body bytes, 554 header bytes  	[MsgId: MMSG-26386]
Action.c(5855): web_url("signout.do") started  	[MsgId: MMSG-26355]
Action.c(5855): web_url("signout.do") was successful, 807 body bytes, 631 header bytes  	[MsgId: MMSG-26386]
Action.c(5863): web_submit_data("portal") started  	[MsgId: MMSG-26355]
Action.c(5863): web_submit_data("portal") was successful, 2286 body bytes, 468 header bytes, 44 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(5873): web_url("logoutAction.do") started  	[MsgId: MMSG-26355]
Action.c(5873): web_url("logoutAction.do") was successful, 98 body bytes, 302 header bytes  	[MsgId: MMSG-26386]
Action.c(5884): web_url("hostSignon.do_4") started  	[MsgId: MMSG-26355]
Action.c(5884): web_url("hostSignon.do_4") was successful, 936947 body bytes, 626 header bytes, 12973 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(5893): web_url("host-signon.css_2") started  	[MsgId: MMSG-26355]
Action.c(5893): web_url("host-signon.css_2") was successful, 0 body bytes, 208 header bytes  	[MsgId: MMSG-26386]
Action.c(5900): web_url("ac360.js_10") started  	[MsgId: MMSG-26355]
Action.c(5900): web_url("ac360.js_10") was successful, 0 body bytes, 543 header bytes  	[MsgId: MMSG-26386]
Action.c(5907): web_url("spacer.gif_2") started  	[MsgId: MMSG-26355]
Action.c(5907): web_url("spacer.gif_2") was successful, 0 body bytes, 206 header bytes  	[MsgId: MMSG-26386]
Action.c(5914): web_url("memoryLeakPatch.js_10") started  	[MsgId: MMSG-26355]
Action.c(5914): web_url("memoryLeakPatch.js_10") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5921): web_url("I18N.js_38") started  	[MsgId: MMSG-26355]
Action.c(5921): web_url("I18N.js_38") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5928): web_url("jsMessageResoruce.js_38") started  	[MsgId: MMSG-26355]
Action.c(5928): web_url("jsMessageResoruce.js_38") was successful, 0 body bytes, 470 header bytes  	[MsgId: MMSG-26386]
Action.c(5935): web_url("checkTextAreaLength.js_10") started  	[MsgId: MMSG-26355]
Action.c(5935): web_url("checkTextAreaLength.js_10") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5942): web_url("Util.js_2") started  	[MsgId: MMSG-26355]
Action.c(5942): web_url("Util.js_2") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(5950): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
Action.c(5950): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
Action.c(5959): web_reg_save_param_regexp started  	[MsgId: MMSG-26355]
Action.c(5959): Registering web_reg_save_param_regexp was successful  	[MsgId: MMSG-26390]
Action.c(5967): web_url("hostSignon.do_5") started  	[MsgId: MMSG-26355]
Action.c(5967): web_url("hostSignon.do_5") was successful, 3197 body bytes, 626 header bytes, 58 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(5976): web_url("sso.js_2") started  	[MsgId: MMSG-26355]
Action.c(5976): web_url("sso.js_2") was successful, 0 body bytes, 208 header bytes  	[MsgId: MMSG-26386]
Action.c(5983): web_url("dojo.js_9") started  	[MsgId: MMSG-26355]
Action.c(5983): web_url("dojo.js_9") was successful, 0 body bytes, 471 header bytes  	[MsgId: MMSG-26386]
Action.c(5990): web_url("login.css_2") started  	[MsgId: MMSG-26355]
Action.c(5990): web_url("login.css_2") was successful, 0 body bytes, 208 header bytes  	[MsgId: MMSG-26386]
Action.c(5997): web_url("accela_logo_v2.jpg_2") started  	[MsgId: MMSG-26355]
Action.c(5997): web_url("accela_logo_v2.jpg_2") was successful, 0 body bytes, 208 header bytes  	[MsgId: MMSG-26386]
Action.c(6004): web_url("hook.png") started  	[MsgId: MMSG-26355]
Action.c(6004): web_url("hook.png") was successful, 671 body bytes, 311 header bytes  	[MsgId: MMSG-26386]
Action.c(6012): web_url("login-bar.gif_2") started  	[MsgId: MMSG-26355]
Action.c(6012): web_url("login-bar.gif_2") was successful, 0 body bytes, 207 header bytes  	[MsgId: MMSG-26386]
Action.c(6019): web_url("json.js_3") started  	[MsgId: MMSG-26355]
Action.c(6019): web_url("json.js_3") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(6026): web_url("AdapterRegistry.js_6") started  	[MsgId: MMSG-26355]
Action.c(6026): web_url("AdapterRegistry.js_6") was successful, 0 body bytes, 469 header bytes  	[MsgId: MMSG-26386]
Action.c(6033): web_submit_data("getconfigs.do_2") started  	[MsgId: MMSG-26355]
Action.c(6033): web_submit_data("getconfigs.do_2") was successful, 386 body bytes, 276 header bytes  	[MsgId: MMSG-26386]
Action.c(6056): Notify: Transaction "SignOut" ended with a "Pass" status (Duration: 2.3689 Wasted Time: 0.2140).
Ending action Action.
Ending iteration 1.
Ending Vuser...
Starting action vuser_end.
Ending action vuser_end.
Vuser Terminated.
